Subject number,Word recall result day 1,Study words
76,0,'עציץ'
76,0,'שליח'
76,0,'עגלה'
76,1,'ארון'
76,0,'תירס'
76,0,'שלט'
76,0,'דגן'
76,0,'כובע'
76,0,'מקלדת'
76,0,'שדכן'
76,0,'מדשאה'
76,0,'מדבקה'
76,1,'גבעה'
76,0,'מלתחה'
76,0,'מדרכה'
76,0,'חליל'
76,1,'מכולת'
76,1,'מכתבה'
76,0,'כיסא'
76,0,'כתר'
76,0,'מכללה'
76,0,'מכנס'
76,0,'מחק'
76,0,'ביצה'
76,1,'קלסר'
76,0,'בלון'
76,0,'חמאה'
76,1,'שמפו'
76,1,'רמקול'
76,1,'דגל'
76,0,'דפדפת'
77,1,'דגן'
77,0,'ארון'
77,0,'מכולת'
77,0,'מכללה'
77,0,'כובע'
77,0,'מלתחה'
77,0,'מדרכה'
77,0,'מחק'
77,0,'בלון'
77,0,'חמאה'
77,0,'שלט'
77,0,'עגלה'
77,0,'תירס'
77,0,'עציץ'
77,0,'מדשאה'
77,0,'שדכן'
77,1,'דפדפת'
77,1,'דגל'
77,0,'רמקול'
77,0,'גבעה'
77,0,'שליח'
77,0,'חליל'
77,0,'מדבקה'
77,0,'שמפו'
77,0,'כתר'
77,0,'מכתבה'
77,1,'כיסא'
77,1,'מקלדת'
77,1,'דיג'
77,1,'קלסר'
77,0,'ביצה'
77,0,'מכנס'
